id,name,type,ra_hours,dec_deg,mag,size_arcmin
IC2753,IC2753,Galaxy,11.36659,9.8781,16.7,0.3
IC2754,IC2754,Galaxy,11.36733,14.1441,17.0,0.5
IC2755,IC2755,Star,11.36734,13.7931,,
IC2756,IC2756,Galaxy,11.36692,9.9602,17.1,0.5
IC2757,IC2757,Galaxy,11.36725,8.3938,15.2,0.7
IC2758,IC2758,Galaxy,11.36759,7.8135,15.4,0.7
IC2759,IC2759,Galaxy,11.37036,24.3172,15.1,0.7
IC2760,IC2760,Galaxy,11.37022,12.6654,17.4,0.5
IC2761,IC2761,Galaxy,11.37144,14.1776,16.8,0.4
IC2762,IC2762,Galaxy,11.37164,12.7225,15.8,0.9
IC2763,IC2763,Galaxy,11.37182,13.0651,14.9,1.4
IC2764,IC2764,Galaxy,11.45140,-28.9802,12.3,2.2
IC2765,IC2765,Galaxy,11.37309,14.1991,17.2,0.3
IC2766,IC2766,Galaxy,11.37307,12.9035,17.1,0.5
IC2767,IC2767,Galaxy,11.37311,13.0778,17.0,0.9
IC2768,IC2768,Galaxy,11.37321,12.5289,17.3,0.4
IC2769,IC2769,Galaxy,11.37379,14.1959,15.9,0.4
IC2770,IC2770,Galaxy,11.37354,9.2207,16.6,0.4
IC2771,IC2771,Galaxy,11.37446,12.5192,18.1,0.3
IC2772,IC2772,Star,11.37511,13.5991,,
IC2773,IC2773,Star,11.37648,13.5745,,
IC2774,IC2774,Star,11.37699,12.5149,,
IC2775,IC2775,Galaxy,11.37766,12.5120,17.7,0.3
IC2776,IC2776,Galaxy,11.37777,13.3305,15.2,0.9
IC2777,IC2777,Galaxy,11.37793,12.0256,15.3,0.8
IC2778,IC2778,Other,11.37831,12.5263,,
IC2779,IC2779,Galaxy,11.37903,13.3453,17.5,0.3
IC2780,IC2780,Galaxy,11.38004,10.1496,16.5,0.7
IC2781,IC2781,Galaxy,11.38074,12.3449,17.2,0.4
IC2782,IC2782,Galaxy,11.38204,13.4413,15.2,0.9
IC2783,IC2783,Galaxy,11.38156,8.8841,16.4,0.7
IC2784,IC2784,Galaxy,11.38656,13.1177,16.4,0.7
IC2785,IC2785,Galaxy,11.38760,13.3912,15.5,0.9
IC2786,IC2786,Galaxy,11.38819,13.3920,16.6,0.9
IC2787,IC2787,Galaxy,11.38863,13.6298,15.5,0.8
IC2788,IC2788,Galaxy,11.39082,12.6980,18.1,0.4
IC2789,IC2789,Galaxy,11.39241,14.1880,18.0,0.1
IC2790,IC2790,Galaxy,11.39279,9.5554,16.9,0.5
IC2791,IC2791,Galaxy,11.39378,12.8958,17.1,0.6
IC2792,IC2792,Galaxy,11.39486,11.4048,17.1,0.5
IC2793,IC2793,Galaxy Pair,11.39650,9.4498,,0.5
IC2794,IC2794,Star,11.40101,12.7910,,
IC2795,IC2795,Galaxy,11.40113,12.1351,17.4,0.4
IC2796,IC2796,Galaxy Pair,11.40232,9.3441,,0.6
IC2797,IC2797,Galaxy,11.40585,11.7059,16.4,0.8
IC2798,IC2798,Galaxy,11.40666,12.4156,16.9,0.8
IC2799,IC2799,Galaxy,11.40741,13.8491,17.2,0.5
IC2800,IC2800,Galaxy,11.40752,12.2088,17.4,0.6
IC2801,IC2801,Galaxy,11.40806,10.1838,16.3,0.5
IC2802,IC2802,Galaxy,11.40843,12.2087,17.8,0.3
IC2803,IC2803,Galaxy,11.40984,9.8500,17.3,0.4
IC2804,IC2804,Galaxy,11.41548,13.2221,15.1,0.9
IC2805,IC2805,Star,11.41664,14.0145,,
IC2806,IC2806,Star,11.42092,9.6522,,
IC2807,IC2807,Galaxy,11.42140,11.5301,17.5,0.3
IC2808,IC2808,Star,11.42413,9.1321,,
IC2809,IC2809,Star,11.42716,8.5263,,
IC2810,IC2810,Galaxy,11.42918,14.6766,15.2,1.0
IC2811,IC2811,Galaxy,11.42907,9.1705,16.7,0.7
IC2812,IC2812,Galaxy,11.43217,11.5299,16.9,0.5
IC2813,IC2813,Galaxy,11.43514,11.2558,16.8,0.5
IC2814,IC2814,Galaxy,11.43570,9.6618,16.7,0.4
IC2815,IC2815,Galaxy,11.43793,12.8038,17.1,0.5
IC2816,IC2816,Galaxy,11.43841,10.6365,16.6,0.7
IC2817,IC2817,Star,11.43856,9.1490,,
IC2818,IC2818,Galaxy,11.44080,12.9209,17.3,0.5
IC2819,IC2819,Galaxy,11.44096,13.8449,16.1,0.6
IC2820,IC2820,Galaxy,11.44079,10.2385,16.6,0.5
IC2821,IC2821,Galaxy,11.44302,13.9629,16.8,0.2
IC2822,IC2822,Galaxy,11.44279,11.4401,15.1,1.4
IC2823,IC2823,Galaxy,11.44574,12.8484,15.8,0.9
IC2824,IC2824,Star,11.45135,14.0853,,
IC2825,IC2825,Star,11.45099,8.4439,,
IC2826,IC2826,Galaxy,11.45169,13.2387,15.2,0.7
IC2827,IC2827,Star,11.45269,11.5144,,
IC2828,IC2828,Galaxy,11.45304,8.7311,14.9,1.0
IC2829,IC2829,Galaxy,11.45416,10.3224,15.7,0.9
IC2830,IC2830,Galaxy,11.45599,7.8143,15.5,0.5
IC2831,IC2831,Star,11.45628,8.9789,,
IC2832,IC2832,Star,11.45698,13.9894,,
IC2833,IC2833,Star,11.45725,13.6028,,
IC2834,IC2834,Galaxy,11.45884,13.5703,17.5,0.5
IC2835,IC2835,Galaxy,11.45877,12.1429,16.9,0.6
IC2836,IC2836,Star,11.46034,9.0848,,
IC2837,IC2837,Galaxy,11.46166,10.3131,16.5,0.4
IC2838,IC2838,Galaxy,11.46257,14.0113,16.8,0.2
IC2839,IC2839,Galaxy,11.46262,10.8197,17.1,0.5
IC2840,IC2840,Galaxy,11.46322,13.4259,17.3,0.4
IC2841,IC2841,Star,11.46357,12.6031,,
IC2842,IC2842,Galaxy,11.46325,9.6520,17.1,0.5
IC2843,IC2843,Galaxy,11.46614,13.1839,15.5,0.7
IC2844,IC2844,Galaxy,11.46614,11.4533,16.4,0.7
IC2845,IC2845,Galaxy,11.46679,12.5297,16.8,0.7
IC2846,IC2846,Galaxy,11.46680,11.1583,15.0,0.9
IC2847,IC2847,Galaxy,11.46761,13.9304,17.2,0.2
IC2848,IC2848,Galaxy,11.47046,13.0305,17.1,0.5
IC2849,IC2849,Star,11.46991,9.0940,,
IC2850,IC2850,Galaxy,11.47027,9.0623,15.0,0.8
IC2851,IC2851,Galaxy,11.47072,11.3944,17.3,0.4
IC2852,IC2852,Galaxy,11.47057,9.8005,16.7,0.5
IC2853,IC2853,Galaxy,11.47079,9.1470,14.5,0.9
IC2854,IC2854,Star,11.47219,8.9687,,
IC2855,IC2855,Galaxy,11.47361,9.6877,18.5,0.3
IC2856,IC2856,Galaxy,11.47120,-12.8907,14.6,1.0
IC2857,IC2857,Galaxy,11.47529,9.1044,15.3,1.8
IC2858,IC2858,Galaxy,11.47666,13.6615,16.9,0.2
IC2859,IC2859,Star,11.47827,9.1085,,
IC2860,IC2860,Galaxy,11.47906,14.0419,16.6,0.3
IC2861,IC2861,Galaxy,11.48305,38.8513,15.3,0.8
IC2862,IC2862,Galaxy,11.47870,10.1273,16.9,0.5
IC2863,IC2863,Star,11.48166,9.0953,,
IC2864,IC2864,Galaxy,11.48324,12.3677,16.8,0.6
IC2865,IC2865,Star,11.48326,9.1155,,
IC2866,IC2866,Star,11.48334,9.0422,,
IC2867,IC2867,Galaxy,11.48348,9.0894,15.9,0.5
IC2868,IC2868,Star,11.48494,9.0943,,
IC2869,IC2869,Star,11.48576,9.0174,,
IC2870,IC2870,Galaxy,11.48678,11.8655,18.0,1.1
IC2871,IC2871,Galaxy,11.48908,8.6024,15.2,0.9
IC2872,IC2872,Nebula,11.46890,-62.9889,,15.1
IC2873,IC2873,Galaxy Pair,11.49095,13.2183,,0.7
IC2874,IC2874,Galaxy,11.49099,10.6292,16.9,0.5
IC2875,IC2875,Star,11.49304,12.9899,,
IC2876,IC2876,Galaxy,11.49267,9.0162,16.7,0.6
IC2877,IC2877,Galaxy,11.49382,12.8533,16.1,0.6
IC2878,IC2878,Galaxy,11.49395,9.9676,16.5,0.5
IC2879,IC2879,Galaxy,11.49564,9.0139,16.8,0.4
IC2880,IC2880,Star,11.49806,13.1988,,
IC2881,IC2881,Galaxy,11.49845,12.5112,18.5,0.3
IC2882,IC2882,Star,11.50262,11.9891,,
IC2883,IC2883,Galaxy,11.50439,10.9109,17.2,0.3
IC2884,IC2884,Star Association,11.46140,-79.7344,,
IC2885,IC2885,Star,11.50628,9.7721,,
IC2886,IC2886,Galaxy,11.50679,11.5627,17.1,0.3
IC2888,IC2888,Other,11.50975,9.9085,,
IC2889,IC2889,Galaxy,11.50805,-13.0910,14.7,1.2
IC2890,IC2890,Star,11.51282,13.1818,,
IC2891,IC2891,Galaxy,11.51337,12.6777,16.6,0.5
IC2892,IC2892,Galaxy,11.51359,10.5886,16.9,0.7
IC2893,IC2893,Galaxy Pair,11.51480,13.3910,,0.5
IC2894,IC2894,Galaxy,11.51597,13.2354,16.0,0.6
IC2895,IC2895,Star,11.51591,9.9769,,
IC2896,IC2896,Galaxy,11.52040,12.3501,16.6,0.5
IC2897,IC2897,Star,11.52205,11.5491,,
IC2898,IC2898,Galaxy,11.52234,13.3362,16.6,0.5
IC2899,IC2899,Double Star,11.52233,10.6347,,
IC2900,IC2900,Galaxy,11.52491,13.1673,17.3,0.3
IC2901,IC2901,Galaxy,11.52559,12.6997,17.0,0.6
IC2902,IC2902,Star,11.52588,14.2227,,
IC2903,IC2903,Galaxy,11.52799,12.6426,16.8,0.4
IC2904,IC2904,Star,11.52844,13.1841,16.8,
IC2905,IC2905,Star,11.52972,9.1070,,
IC2906,IC2906,Star,11.53045,13.1329,,
IC2907,IC2907,Star,11.53021,9.8994,,
IC2908,IC2908,Star,11.53069,12.9379,,
IC2909,IC2909,Galaxy,11.53080,11.4702,17.8,0.2
IC2910,IC2910,Galaxy,11.53186,-9.7254,14.6,1.3
IC2911,IC2911,Double Star,11.53462,12.9774,,
IC2912,IC2912,Galaxy,11.53531,11.7097,17.1,0.6
IC2913,IC2913,Galaxy,11.53093,-30.4108,13.8,1.0
IC2914,IC2914,Galaxy,11.53679,13.4925,15.5,0.7
IC2916,IC2916,Star,11.53782,11.6837,,
IC2917,IC2917,Galaxy,11.53870,10.9454,18.0,0.3
IC2918,IC2918,Star,11.54062,13.2485,,
IC2919,IC2919,Galaxy,11.54303,14.1892,15.9,0.6
IC2920,IC2920,Star,11.54685,12.5571,,
IC2921,IC2921,Galaxy,11.54702,10.2965,16.9,0.6
IC2922,IC2922,Star,11.54756,12.9228,,
IC2923,IC2923,Galaxy,11.54821,13.1640,16.8,0.4
IC2924,IC2924,Star,11.54783,9.0233,,
IC2925,IC2925,Galaxy,11.55368,34.2651,15.3,0.5
IC2926,IC2926,Star,11.55113,12.4364,,
IC2927,IC2927,Star,11.55133,13.0857,,
IC2928,IC2928,Galaxy,11.55832,34.3162,14.7,0.9
IC2929,IC2929,Galaxy,11.55874,12.1373,16.2,0.5
IC2930,IC2930,Galaxy,11.56226,10.0887,15.8,0.7
IC2931,IC2931,Star,11.56403,12.4672,,
IC2932,IC2932,Double Star,11.56492,10.5434,,
IC2933,IC2933,Galaxy,11.57021,34.3125,14.9,1.2
IC2934,IC2934,Galaxy,11.57210,13.3220,15.2,0.7
IC2935,IC2935,Star,11.58006,10.2501,,
IC2936,IC2936,Galaxy,11.58245,13.0088,16.5,0.4
IC2937,IC2937,Star,11.58427,10.1034,,
IC2938,IC2938,Galaxy,11.59342,13.6807,15.3,0.9
IC2939,IC2939,Star,11.59388,10.6971,,
IC2940,IC2940,Other,11.60076,21.9617,,
IC2941,IC2941,Galaxy,11.60277,10.0556,15.0,0.8
IC2942,IC2942,Galaxy,11.60339,11.8159,16.2,0.7
IC2943,IC2943,Galaxy,11.61175,54.8460,15.1,0.4
IC2944,lam Cen Nebula,Cluster + Nebula,11.59637,-63.0198,4.5,7.2
IC2945,IC2945,Galaxy Pair,11.61786,12.9266,,1.0
IC2946,IC2946,Galaxy,11.62491,32.2525,15.0,0.5
IC2947,IC2947,Galaxy,11.62527,31.3623,14.2,0.8
IC2948,IC2948,Cluster + Nebula,11.65165,-63.4439,,6.0
IC2949,IC2949,Double Star,11.68176,-46.4546,,
IC2950,IC2950,Galaxy,11.69387,37.9921,14.9,0.7
IC2951,IC2951,Galaxy,11.72349,19.7498,13.6,1.5
IC2952,IC2952,Galaxy,11.73809,33.3514,15.8,0.3
IC2954,IC2954,Star,11.75091,26.7865,,
IC2955,IC2955,Galaxy,11.75109,19.6206,14.2,0.4
IC2956,IC2956,Galaxy,11.75488,26.7674,14.8,0.9
IC2957,IC2957,Galaxy,11.76026,31.2996,14.9,0.8
IC2958,IC2958,Galaxy,11.76176,33.1544,15.7,0.7
IC2960,IC2960,Galaxy,11.77214,35.0037,15.4,0.8
IC2961,IC2961,Galaxy,11.79710,31.3447,15.7,0.5
IC2962,IC2962,Other,11.81833,-12.3114,,
IC2964,IC2964,Other,11.83124,12.0503,,
IC2966,IC2966,Reflection Nebula,11.83710,-64.8729,,3.0
IC2967,IC2967,Galaxy,11.84865,30.8507,14.7,0.8
IC2968,IC2968,Galaxy,11.87515,20.6255,15.6,0.9
IC2969,IC2969,Galaxy,11.87535,-3.8723,13.8,1.3
IC2970,IC2970,Other,11.88604,-23.1233,,
IC2971,IC2971,Galaxy,11.89098,30.6969,15.7,0.7
IC2973,IC2973,Galaxy,11.89743,33.3655,14.4,1.4
IC2974,IC2974,Galaxy,11.89687,-5.1678,14.0,2.2
IC2977,IC2977,Galaxy,11.92074,-37.6963,12.2,2.1
IC2978,IC2978,Galaxy,11.93979,32.0387,15.4,1.0
IC2979,IC2979,Galaxy,11.94840,32.1588,14.5,0.8
IC2980,IC2980,Galaxy,11.95838,-73.6845,13.3,2.0
IC2981,IC2981,Galaxy,11.92851,32.1889,14.9,0.5
IC2983,IC2983,Other,11.97131,-2.1101,,
IC2984,IC2984,Galaxy,11.98534,30.6969,15.5,0.7
IC2985,IC2985,Galaxy,11.98687,30.7312,15.1,0.9
IC2986,IC2986,Galaxy,11.99711,30.8444,14.8,1.0
IC2987,IC2987,Galaxy,12.05682,38.8133,15.3,0.6
IC2988,IC2988,Other,12.06172,3.4292,,
IC2990,IC2990,Galaxy,12.07739,11.0501,15.1,0.7
IC2991,IC2991,Galaxy,12.08681,10.6404,15.8,0.7
IC2992,IC2992,Galaxy,12.08773,30.8556,14.8,0.6
IC2993,IC2993,Galaxy,12.09398,32.8222,16.0,0.3
IC2994,IC2994,Galaxy,12.09108,12.7029,15.7,0.5
IC2995,IC2995,Galaxy,12.09636,-27.9401,12.6,3.4
IC2996,IC2996,Galaxy,12.09684,-29.9719,14.4,1.8
IC2997,IC2997,Other,12.09569,20.2809,,
IC2998,IC2998,Other,12.09868,20.7534,,
IC2999,IC2999,Galaxy,12.09932,31.3485,15.7,0.7
IC3000,IC3000,Other,12.10238,-29.6734,,
IC3001,IC3001,Galaxy,12.10467,33.5259,15.5,0.7
IC3002,IC3002,Galaxy,12.11783,33.3828,15.6,0.6
IC3003,IC3003,Galaxy,12.12573,32.8130,14.9,0.8
IC3004,IC3004,Galaxy,12.11951,13.2475,15.8,0.6
IC3005,IC3005,Galaxy,12.12060,-30.0246,13.8,2.4
IC3006,IC3006,Other,12.12343,12.9934,,
IC3007,IC3007,Galaxy,12.12522,31.3481,15.6,0.7
IC3008,IC3008,Galaxy,12.13106,13.5773,14.7,0.9
IC3009,IC3009,Other,12.13336,12.6465,,
IC3010,IC3010,Galaxy,12.13261,-30.3395,12.2,2.1
IC3012,IC3012,Galaxy,12.13998,11.1766,15.9,0.6
IC3013,IC3013,Galaxy,12.14044,10.0167,15.3,0.6
IC3014,IC3014,Galaxy,12.14361,38.8318,14.5,0.8
IC3015,IC3015,Galaxy,12.15008,-31.5199,13.2,0.7
IC3016,IC3016,Galaxy,12.15515,11.4302,15.2,0.5
IC3017,IC3017,Galaxy,12.15634,13.6182,16.4,0.6
IC3018,IC3018,Galaxy,12.15693,13.5744,15.9,0.7
IC3019,IC3019,Galaxy,12.15618,13.9924,14.0,1.3
IC3020,IC3020,Galaxy,12.15756,14.2245,16.4,0.4
IC3021,IC3021,Galaxy,12.16516,13.0500,15.5,1.3
IC3022,IC3022,Galaxy,12.16733,38.7400,14.3,0.2
IC3023,IC3023,Galaxy,12.16715,14.3669,15.9,1.0
IC3024,IC3024,Galaxy,12.16998,12.3257,15.1,0.9
IC3025,IC3025,Galaxy,12.17308,10.1886,14.9,0.7
IC3026,IC3026,Other,12.17619,-29.9232,,
IC3027,IC3027,Other,12.17502,14.1935,,
IC3028,IC3028,Galaxy,12.17658,11.7608,15.7,0.6
IC3029,IC3029,Galaxy,12.17829,13.3313,14.8,1.3
IC3030,IC3030,Other,12.18501,14.1436,,
IC3031,IC3031,Galaxy,12.18449,13.3084,17.0,0.6
IC3032,IC3032,Galaxy,12.18549,14.2748,15.2,0.6
IC3033,IC3033,Galaxy,12.18610,13.5875,15.1,1.0
IC3034,IC3034,Galaxy,12.19661,14.2011,16.2,0.7
IC3036,IC3036,Galaxy,12.20420,12.4884,14.8,0.9
IC3037,IC3037,Galaxy,12.20569,9.9864,15.3,0.5
IC3038,IC3038,Galaxy,12.20906,11.3528,15.3,0.4
IC3039,IC3039,Galaxy,12.20905,12.3099,15.1,0.9
IC3040,IC3040,Galaxy,12.20959,11.0750,15.3,0.8
IC3041,IC3041,Galaxy,12.21185,12.7628,17.0,0.6
IC3043,IC3043,Galaxy,12.21311,10.0097,16.6,0.9
IC3044,IC3044,Galaxy,12.21348,13.9765,14.3,1.3
IC3045,IC3045,Other,12.21657,12.7795,,
IC3046,IC3046,Galaxy,12.21885,12.9182,15.3,1.3
IC3047,IC3047,Galaxy,12.22073,12.9977,16.5,0.6
IC3048,IC3048,Star,12.22262,13.0690,,
IC3049,IC3049,Galaxy,12.22603,14.4803,15.7,0.9
IC3052,IC3052,Galaxy,12.23007,12.6906,17.1,0.5
IC3053,IC3053,Galaxy,12.23109,14.2230,15.3,0.6
IC3054,IC3054,Galaxy,12.23734,13.5429,16.3,0.7
IC3055,IC3055,Galaxy Triplet,12.23953,12.0914,,0.5
IC3056,IC3056,Galaxy,12.24359,12.8119,14.8,1.3
IC3057,IC3057,Other,12.25074,-44.4730,,
IC3058,IC3058,Galaxy,12.24651,14.0955,16.3,0.5
IC3059,IC3059,Galaxy,12.24862,13.4605,14.3,1.7
IC3060,IC3060,Galaxy,12.25058,12.5471,14.8,0.7
IC3061,IC3061,Galaxy,12.25123,14.0290,13.6,2.2
IC3062,IC3062,Galaxy,12.25149,13.5948,14.6,0.8
IC3063,IC3063,Galaxy,12.25187,12.0167,14.8,1.0
IC3065,IC3065,Galaxy,12.25349,14.4329,14.4,1.2
IC3066,IC3066,Galaxy,12.25461,13.4731,15.7,1.0
IC3068,IC3068,Galaxy,12.25644,11.5109,16.5,0.5
IC3069,IC3069,Galaxy,12.25552,10.1608,16.6,0.5
IC3070,IC3070,Star,12.25685,13.0395,,
IC3071,IC3071,Star,12.25885,9.5456,,
IC3072,IC3072,Star,12.26059,9.5556,,
IC3073,IC3073,Galaxy,12.25989,13.6192,15.2,0.9
IC3074,IC3074,Galaxy,12.26283,10.6992,14.8,0.3
IC3075,IC3075,Galaxy,12.26530,23.5956,15.1,0.9
IC3076,IC3076,Star,12.26777,9.0789,,
IC3077,IC3077,Galaxy,12.26565,14.4330,14.6,1.1
IC3078,IC3078,Galaxy,12.26668,12.6873,15.7,0.6
IC3079,IC3079,Galaxy,12.26781,11.5349,15.3,0.7
IC3080,IC3080,Galaxy,12.26741,14.1894,15.0,0.7
IC3081,IC3081,Galaxy,12.26918,12.6913,15.0,0.8
IC3082,IC3082,Galaxy,12.27003,23.8421,15.9,0.7
IC3083,IC3083,Galaxy,12.27257,12.5278,17.1,0.5
IC3084,IC3084,Galaxy,12.27318,23.9179,15.7,0.5
IC3085,IC3085,Star,12.27389,9.4690,,
IC3086,IC3086,Double Star,12.27437,9.0092,,
IC3087,IC3087,Double Star,12.27403,13.2878,,
IC3088,IC3088,Star,12.27454,9.4588,,
IC3089,IC3089,Galaxy,12.27492,23.8277,15.7,0.7
IC3090,IC3090,Double Star,12.27545,9.4394,,
IC3091,IC3091,Galaxy,12.27477,14.0124,14.5,1.1
IC3092,IC3092,Galaxy,12.27564,10.0464,16.4,0.4
IC3093,IC3093,Galaxy,12.27843,14.2778,14.8,0.4
IC3094,IC3094,Galaxy,12.28223,13.6254,14.5,0.5
IC3095,IC3095,Galaxy,12.28209,23.9579,15.8,0.5
IC3096,IC3096,Galaxy,12.28121,14.5146,15.2,1.1
IC3097,IC3097,Galaxy,12.28364,9.4076,15.3,0.8
IC3099,IC3099,Galaxy,12.28591,12.4540,15.0,1.9
IC3100,IC3100,Galaxy,12.28487,12.2898,15.1,1.4
IC3101,IC3101,Galaxy,12.28879,11.9435,15.8,0.6
IC3103,IC3103,Star,12.29124,9.3604,14.6,
IC3104,IC3104,Galaxy,12.31279,-79.7261,13.7,2.4
IC3105,IC3105,Galaxy,12.29271,12.3881,14.8,1.6
IC3106,IC3106,Star,12.29606,9.6131,,
IC3107,IC3107,Galaxy,12.29637,10.8446,14.3,1.2
IC3108,IC3108,Galaxy,12.29519,13.3799,14.8,0.8
IC3109,IC3109,Galaxy,12.29559,13.1710,14.9,0.7
IC3110,IC3110,Galaxy,12.29579,37.3997,16.4,0.3
IC3111,IC3111,Galaxy,12.29745,8.4303,15.0,0.6
IC3112,IC3112,Galaxy,12.29677,26.0307,15.0,1.1
IC3114,IC3114,Star,12.29910,9.1354,,
IC3116,IC3116,Galaxy,12.29921,25.0765,16.2,0.5
IC3117,IC3117,Double Star,12.30129,9.0765,,
IC3118,IC3118,Galaxy,12.30307,9.4998,14.7,1.3
IC3119,IC3119,Galaxy,12.30236,24.6883,15.4,0.6
IC3120,IC3120,Galaxy,12.30426,13.7491,15.8,0.6
IC3121,IC3121,Galaxy Pair,12.30486,13.2572,,0.5
IC3122,IC3122,Galaxy,12.30595,25.2168,14.6,1.3
IC3123,IC3123,Star,12.30766,8.0649,7.3,
IC3124,IC3124,Star,12.30765,9.5884,,
IC3125,IC3125,Star,12.30708,24.3651,,
IC3126,IC3126,Galaxy,12.31032,13.8152,16.2,0.5
IC3127,IC3127,Galaxy,12.30979,11.8704,15.3,0.5
IC3128,IC3128,Galaxy Triplet,12.31117,11.7336,,1.4
IC3128A,IC3128A,Galaxy,12.31163,11.7318,15.0,0.7
IC3128B,IC3128B,Galaxy,12.31071,11.7350,18.3,0.3
IC3129,IC3129,Star,12.31249,9.5907,,
IC3130,IC3130,Double Star,12.31378,8.2330,,
IC3131,IC3131,Galaxy,12.31414,7.8619,14.1,1.0
IC3133,IC3133,Other,12.31516,7.6397,,
IC3134,IC3134,Galaxy,12.31559,8.9616,14.7,0.8
IC3135,IC3135,Galaxy,12.31461,27.4915,17.1,0.3
IC3136,IC3136,Galaxy,12.31594,6.1844,14.9,1.2
IC3137,IC3137,Galaxy,12.31519,12.4701,16.9,0.7
IC3138,IC3138,Galaxy Pair,12.31561,12.4439,,0.5
IC3139,IC3139,Star,12.31688,9.1268,,
IC3140,IC3140,Star,12.31608,27.1295,,
IC3141,IC3141,Galaxy,12.31623,24.1863,15.3,0.9
IC3142,IC3142,Galaxy Pair,12.31764,13.9814,,1.4
IC3143,IC3143,Galaxy,12.31816,27.2984,15.6,0.6
IC3144,IC3144,Galaxy,12.31938,25.2970,16.8,0.4
IC3145,IC3145,Star,12.31958,24.2941,,
IC3146,IC3146,Galaxy,12.32014,25.7150,16.8,0.5
IC3147,IC3147,Galaxy Pair,12.32164,12.0172,,1.0
IC3148,IC3148,Galaxy,12.32267,7.8703,15.6,0.6
IC3149,IC3149,Galaxy,12.32339,12.3014,15.2,0.6
IC3150,IC3150,Galaxy,12.32458,7.7982,15.4,0.4
IC3151,IC3151,Galaxy,12.32580,9.4142,14.8,0.9
IC3152,IC3152,Galaxy,12.32666,-26.1455,12.4,1.7
IC3153,IC3153,Galaxy,12.32690,5.3978,15.0,0.5
IC3154,IC3154,Galaxy,12.32611,25.5859,16.0,0.6
IC3155,IC3155,Galaxy,12.32925,6.0057,14.4,1.0
IC3156,IC3156,Galaxy,12.32893,9.1486,14.7,0.7
IC3157,IC3157,Galaxy,12.32998,12.4219,15.1,1.0
IC3158,IC3158,Double Star,12.33052,9.2897,,
IC3159,IC3159,Galaxy,12.33145,11.6745,16.6,0.5
IC3160,IC3160,Star,12.33329,9.1019,,
IC3161,IC3161,Star,12.33367,8.9991,,
IC3162,IC3162,Star,12.33420,8.9970,,
IC3163,IC3163,Double Star,12.33493,9.2556,,
IC3164,IC3164,Double Star,12.33469,24.9559,,
IC3165,IC3165,Galaxy,12.33466,27.9753,14.8,1.0
IC3166,IC3166,Other,12.33167,60.6943,,
IC3167,IC3167,Galaxy,12.33855,9.5454,14.7,1.4
IC3168,IC3168,Galaxy,12.33848,27.9204,15.7,0.7
IC3169,IC3169,Galaxy,12.33928,25.5995,16.6,0.5
IC3170,IC3170,Galaxy,12.34071,9.4242,14.6,0.6
IC3171,IC3171,Galaxy,12.34002,25.5606,14.6,0.9
IC3172,IC3172,Galaxy,12.34015,27.8188,16.3,0.7
IC3173,IC3173,Galaxy,12.34172,11.3409,15.3,0.7
IC3174,IC3174,Galaxy,12.34154,10.2452,15.2,0.6
IC3175,IC3175,Galaxy,12.34260,9.8534,15.0,0.8
IC3176,IC3176,Galaxy,12.34169,25.5154,16.3,0.7
IC3177,IC3177,Other,12.34287,14.1276,,
IC3178,IC3178,Star,12.34307,26.1693,,
IC3179,IC3179,Galaxy,12.34381,26.1654,16.6,0.3
IC3180,IC3180,Other,12.33993,60.6943,,
IC3182,IC3182,Double Star,12.34660,12.7301,,
IC3183,IC3183,Double Star,12.34691,6.6867,,
IC3184,IC3184,Galaxy,12.34633,24.9156,15.6,0.8
IC3185,IC3185,Galaxy,12.34797,25.4297,15.9,0.7
IC3186,IC3186,Galaxy,12.34886,24.6686,14.4,0.5
IC3187,IC3187,Galaxy,12.34852,11.1618,15.5,0.7
IC3188,IC3188,Galaxy,12.34864,11.0089,14.8,0.8
IC3189,IC3189,Galaxy,12.34898,25.4265,16.2,0.6
IC3190,IC3190,Star,12.35067,9.5698,,
IC3191,IC3191,Star,12.35143,7.7044,,
IC3192,IC3192,Galaxy,12.35134,11.7546,16.1,0.6
IC3193,IC3193,Galaxy,12.35036,27.8988,15.7,1.0
IC3194,IC3194,Galaxy,12.35250,25.1335,16.4,0.6
IC3195,IC3195,Galaxy,12.35484,25.8083,16.4,0.5
IC3196,IC3196,Galaxy,12.35740,11.7578,16.4,0.5
IC3197,IC3197,Star,12.35719,25.4439,,
IC3198,IC3198,Star,12.35865,26.3663,,
IC3199,IC3199,Galaxy,12.36267,10.5956,15.0,1.0
IC3200,IC3200,Galaxy,12.36033,26.7608,16.5,0.5
IC3201,IC3201,Galaxy,12.36121,25.7260,17.1,0.4
IC3202,IC3202,Galaxy,12.36231,27.0571,16.7,0.7
IC3203,IC3203,Galaxy,12.36267,25.8847,15.4,1.3
IC3204,IC3204,Galaxy,12.36401,24.2491,16.8,0.5
IC3205,IC3205,Galaxy,12.36415,26.3410,15.6,0.6
IC3206,IC3206,Galaxy,12.36425,26.3636,15.8,0.5
IC3207,IC3207,Galaxy,12.36451,24.3546,16.4,0.8
IC3208,IC3208,Galaxy,12.36544,11.9668,16.0,1.0
IC3209,IC3209,Galaxy,12.36838,11.7547,15.0,1.0
IC3210,IC3210,Galaxy,12.36694,28.4311,15.4,0.7
IC3212,IC3212,Galaxy,12.36761,28.1860,15.5,0.7
IC3213,IC3213,Galaxy,12.36880,23.8696,15.5,0.5
